Source,Target,Airline;Price
ACE,GLA,EXS;58,25
ACE,GLA,TCX;65,47
ACE,GLA,TVF;88,65
ACE,GLA,TOM;74,36
ACE,EDI,RYR;3,55
ACE,PIK,RYR;87,16
ACE,STN,RYR;24,72
ACE,STN,TVF;79,42
ACE,STN,TOM;95,13
ACE,AMS,TRA;64,71
ACE,EIN,RYR;69,47
ACE,ORK,EIN;44,4
ACE,ORK,RYR;35,2
ACE,DUB,EIN;67,43
ACE,DUB,RYR;90,21
ACE,NOC,RYR;55,33
ACE,SNN,RYR;89,49
ACE,LUX,LGL;30,1
ACE,FUE,BER;92,44
ACE,FUE,CFG;67,29
ACE,FUE,NLY;83,07
ACE,FUE,LGL;35,69
ACE,LPA,IBB;83,41
ACE,LPA,TOS;69
ACE,TFN,IBB;99,84
ACE,OVD,AEA;97,67
ACE,BIO,IBE;18,75
ACE,BIO,AEA;9,53
ACE,BIO,FOS;46,24
ACE,BCN,RYR;60,51
ACE,BCN,IBE;83,11
ACE,BCN,FOS;43,61
ACE,MAD,RYR;23,63
ACE,MAD,IBE;52,59
ACE,MAD,AEA;85,48
ACE,SCQ,RYR;83,78
ACE,SCQ,AEA;82,02
ACE,SDR,RYR;23,47
ACE,ZAZ,RYR;58,42
ACE,SVQ,RYR;5,77
ACE,BVA,RYR;29,98
ACE,BGY,RYR;21,76
ACE,BLQ,RYR;51,57
ACE,ZRH,BER;57,21
ACE,ZRH,SWR;73,04
ACE,FKB,RYR;25,57
ACE,NRN,RYR;28,4
TFS,CRL,RYR;39,74
TFS,SXF,CFG;84,51
TFS,SXF,NAX;94,78
TFS,SXF,EZY;47,78
TFS,DRS,BER;35,71
TFS,ERF,GMI;14,14
TFS,FRA,CFG;97,73
TFS,FRA,HLX;67,69
TFS,HAM,BER;90,1
TFS,HAM,CFG;40,19
TFS,HAM,NAX;52,12
TFS,CGN,BER;44,45
TFS,CGN,NAX;96,79
TFS,CGN,RYR;70,86
TFS,CGN,HLX;37,45
TFS,DUS,BER;5,88
TFS,DUS,CFG;92,41
TFS,DUS,HLX;97,91
TFS,MUC,BER;31,25
TFS,MUC,CFG;72,43
TFS,MUC,NAX;75,89
TFS,MUC,HLX;8,58
TFS,NUE,BER;71,52
TFS,NUE,HLX;81,33
TFS,LEJ,BER;33,47
TFS,LEJ,CFG;45,3
TFS,STR,CFG;82,12
TFS,STR,HLX;32,47
TFS,TXL,BER;32,55
TFS,HAJ,HLX;47,66
TFS,BRE,RYR;58,26
TFS,BRE,GMI;73,16
TFS,HHN,RYR;74,03
TFS,PAD,CFG;85,78
TFS,BFS,EXS;53,1
TFS,BFS,TCX;75,15
TFS,BHX,RYR;49,3
TFS,BHX,TCX;12,14
TFS,BHX,TVF;75,62
TFS,BHX,TOM;1,11
TFS,BHX,BUB;88,91
TFS,MAN,RYR;62,29
TFS,MAN,EXS;45,81
TFS,MAN,TCX;33,86
TFS,MAN,TVF;23,15
TFS,MAN,TOM;69,8
TFS,MAN,EZY;92,37
TFS,MAN,BUB;24,27
TFS,CWL,TVF;28,79
TFS,CWL,TOM;42,45
TFS,BRS,RYR;37,37
TFS,BRS,TCX;68,02
TFS,BRS,TVF;85,49
TFS,BRS,TOM;25,94
TFS,BRS,EZY;63,57
TFS,LPL,RYR;25,44
TFS,LTN,RYR;72,69
TFS,LTN,TVF;18,37
TFS,LTN,BUB;51,82
TFS,BOH,RYR;7,59
TFS,BOH,TVF;15,05
TFS,LGW,BAW;73,8
TFS,LGW,NAX;28,22
TFS,LGW,IBE;6,19
TFS,LGW,TCX;96,1
TFS,LGW,TVF;40,51
TFS,LGW,TOM;86,31
TFS,LGW,EZY;20,91
TFS,LGW,BUB;4,52
TFS,BLK,EXS;17,31
TFS,LBA,RYR;99,53
TFS,LBA,EXS;63,25
TFS,LBA,TVF;23,12
TFS,LBA,BUB;10,51
TFS,NCL,EXS;73,01
TFS,NCL,TCX;25,74
TFS,NCL,TVF;0,32
TFS,NCL,TOM;40,34
TFS,EMA,RYR;99,3
TFS,EMA,EXS;0,11
TFS,EMA,TCX;43,84
TFS,EMA,TVF;38,47
TFS,EMA,TOM;83,56
TFS,EMA,BUB;40,71
TFS,GLA,EXS;92,75
TFS,GLA,TCX;33,21
TFS,GLA,TVF;6,22
TFS,GLA,TOM;99,73
TFS,EDI,RYR;81,27
TFS,EDI,TVF;74,69
TFS,EDI,EZY;23,36
TFS,PIK,RYR;96,96
TFS,STN,RYR;83,29
TFS,STN,TVF;47,95
TFS,STN,TOM;18,34
TFS,AMS,TRA;48,14
TFS,MST,RYR;17,08
TFS,ORK,RYR;19
TFS,DUB,EIN;21,45
TFS,DUB,RYR;2,07
TFS,NOC,RYR;71,55
TFS,SNN,RYR;44,53
TFS,BLL,RYR;3,78
TFS,LUX,LGL;27,42
TFS,OSL,NAX;32,81
TFS,VDE,IBB;34,73
TFS,LPA,TRA;69,11
TFS,LPA,IBB;28,93
TFS,ALC,AEA;20,61
TFS,OVD,AEA;27,8
TFS,BCN,RYR;86,85
TFS,BCN,IBE;8,22
TFS,BCN,FOS;12,69
TFS,MAD,RYR;45,99
TFS,MAD,IBE;99,08
TFS,SCQ,RYR;93,2
TFS,SCQ,AEA;69,71
TFS,VLC,RYR;36,03
TFS,VGO,IBE;0,09
TFS,SDR,RYR;28,43
TFS,SVQ,RYR;74,56
TFS,BVA,RYR;4,81
TFS,CDG,EZY;6,54
TFS,ORY,IBE;62,52
TFS,MXP,ISS;12,19
TFS,BGY,RYR;49,16
TFS,BLQ,RYR;46,75
TFS,FCO,ISS;55,32
TFS,PSA,RYR;46,39
TFS,PRG,TVS;78,92
TFS,GRZ,BER;27,02
TFS,GRZ,NLY;68,12
TFS,SZG,BER;39,77
TFS,SZG,NLY;8,73
TFS,VIE,BER;8,43
TFS,VIE,NLY;63,16
TFS,VIE,AUA;45,98
TFS,OPO,RYR;79,03
TFS,GVA,OAW;4,93
TFS,GVA,EZY;38,53
TFS,ZRH,BER;37,68
TFS,ZRH,SWR;97,82
TFS,KBP,AUI;70,79
TFS,LED,AFL;35,12
TFS,SVO,AFL;89,68
TFS,FMM,RYR;27,25
TFS,DME,TSO;83,99
TFS,BSL,BER;50,7
TFS,BSL,EZY;64,31
TFS,BSL,HLX;29,79
TFS,FKB,RYR;14,9
TFS,NRN,RYR;26,46
TFS,ZQW,HLX;89,33
TFN,FUE,IBB;15,34
TFN,VDE,IBB;38,28
TFN,SPC,IBB;10,33
TFN,SPC,TOS;74,8
TFN,LPA,IBB;80,8
TFN,LPA,TOS;72,17
TFN,ACE,IBB;54,38
TFN,CMN,RAM;98,93
TFN,DKR,IBB;72,07
TFN,BIO,IBE;54,05
TFN,BIO,AEA;83,47
TFN,BIO,FOS;64,71
TFN,BCN,RYR;91,93
TFN,BCN,IBE;72,38
TFN,BCN,AEA;25,22
TFN,BCN,FOS;12,8
TFN,MAD,AZA;22,55
TFN,MAD,RYR;86,48
TFN,MAD,IBE;58,44
TFN,MAD,CSA;86,03
TFN,MAD,AEA;58,23
TFN,AGP,IBE;1,39
TFN,AGP,AEA;93,22
TFN,AGP,FOS;23,8
TFN,SCQ,IBE;3,86
TFN,VLC,IBE;22,81
TFN,SVQ,IBE;97,06
TFN,SVQ,AEA;25,63
TFN,SVQ,FOS;88,88
TFN,ORY,IBE;64,18
TFN,CCS,BBR;57,21
TFN,GMZ,IBB;32,88
MLN,LEI,IBE;54,38
MLN,GRX,IBE;0,6
MLN,MAD,IBE;34,62
MLN,AGP,IBE;79,18
FNA,ACC,ETH;22,2
FNA,ACC,KQA;7,22
FNA,LGW,AYZ;17,87
FNA,LHR,BAW;10,35
FNA,BJL,AYZ;16,36
FNA,MLW,ETH;18,71
FNA,ROB,AYZ;52,85
FNA,ROB,RAM;98,34
FNA,ROB,BAW;69,15
FNA,ROB,DLH;59,38
FNA,ROB,DAT;97,65
FNA,ROB,UAL;45
FNA,CMN,RAM;28,3
FNA,DKR,AYZ;19,88
FNA,CDG,AFR;17,27
FNA,CDG,KLM;67,11
MLW,ACC,ETH;2,67
MLW,FNA,ETH;8,86
ROB,ACC,AYZ;91,76
ROB,ACC,DAL;13,11
ROB,ACC,KQA;71,15
ROB,LOS,AYZ;22,56
ROB,BRU,DLH;57,67
ROB,BRU,DAT;60,74
ROB,BRU,UAL;40,54
ROB,FNA,AYZ;15,55
ROB,FNA,AFR;72,37
ROB,FNA,RAM;96,19
ROB,FNA,BAW;78,65
ROB,FNA,KLM;84,09
ROB,CMN,RAM;40,75
AGA,BRU,RAM;46,87
AGA,BRU,DAT;4,97
AGA,CRL,RYR;47,03
AGA,SXF,EZY;25,08
AGA,FRA,CFG;14,08
AGA,DUS,CFG;96,52
AGA,MUC,CFG;30,91
AGA,LEJ,CFG;60,8
AGA,MAN,TVF;23,47
AGA,MAN,TOM;37,78
AGA,MAN,BUB;76,18
AGA,LGW,TVF;0,77
AGA,LGW,TOM;69,85
AGA,LGW,EZY;73,12
AGA,AMS,TRA;42,61
AGA,LUX,LGL;47,17
AGA,LPA,IBB;82,14
AGA,CMN,RAM;21,78
AGA,LYS,EZY;17,47
AGA,MRS,RYR;92,08
AGA,CDG,EZY;82,79
AGA,ORY,RAM;64,22
AGA,ORY,TVF;62,33
AGA,LIL,TVF;43,94
AGA,VIL,RAM;26,85
AGA,EUN,RAM;21,13
TTA,CMN,RAM;22,88
FEZ,CRL,RYR;29,13
FEZ,HHN,RYR;42,05
FEZ,STN,RYR;75,06
FEZ,EIN,RYR;35,43
FEZ,CMN,RAM;72,37
FEZ,BCN,RYR;93,52
FEZ,BCN,IBE;29,46
FEZ,BCN,FOS;49,38
FEZ,EBU,RYR;92,54
FEZ,MRS,RYR;7,45
FEZ,BVA,RYR;31,64
FEZ,ORY,RAM;38,31
FEZ,NTE,RYR;90,21
FEZ,FNI,RYR;80,66
FEZ,BGY,RYR;92,94
FEZ,PSA,RYR;14,47
FEZ,NRN,RYR;21,91
OUD,BRU,RAM;7,09
OUD,CRL,RYR;39,85
OUD,CMN,RAM;31,55
OUD,LYS,TVF;6,15
OUD,MRS,RYR;44,48
OUD,BVA,RYR;60,34
OUD,ORY,RAM;61,44
OUD,ORY,TVF;19,74
OUD,LIL,TVF;32,13
OUD,NRN,RYR;45,45
RBA,CRL,RYR;41,32
RBA,STN,RYR;50,21
RBA,CMN,RAM;3,58
RBA,GRO,RYR;14,13
RBA,MAD,RYR;16,24
RBA,MRS,RYR;45,83
RBA,BVA,RYR;8,49
RBA,CDG,AFR;73,26
RBA,ORY,RAM;63,07
RBA,ORY,IBE;58,44
RBA,ORY,FOS;51,45
CMN,YUL,RAM;51,22
CMN,ALG,DAH;58,35
CMN,ALG,RAM;49,67
CMN,ORN,DAH;45,84
CMN,COO,RAM;10,96
CMN,OUA,RAM;4,83
CMN,ABJ,RAM;65,96
CMN,NIM,RAM;7,75
CMN,TUN,RAM;72,79
CMN,TUN,TAR;54,73
CMN,LFW,RAM;63,3
CMN,BRU,RAM;98,45
CMN,BRU,DAT;29,42
CMN,FRA,RAM;31,23
CMN,FRA,DLH;44,07
CMN,MUC,RAM;85,25
CMN,TXL,RAM;36,94
CMN,LGW,RAM;15,5
CMN,LHR,RAM;83,08
CMN,AMS,RAM;0,35
CMN,AMS,TRA;23,71
CMN,ARN,RAM;39,63
CMN,BZV,RAM;39,6
CMN,PNR,RAM;57,9
CMN,SSG,RAM;74,83
CMN,DLA,RAM;24,47
CMN,LAD,RAM;16,07
CMN,LBV,RAM;65,11
CMN,FIH,RAM;48,3
CMN,BKO,RAM;74,72
CMN,BJL,RAM;20,43
CMN,LPA,RAM;69,36
CMN,LPA,IBB;49,64
CMN,TFN,RAM;8,72
CMN,FNA,RAM;84,18
CMN,ROB,RAM;10,41
CMN,AGA,RAM;53,96
CMN,FEZ,RAM;2,69
CMN,OUD,RAM;50,13
CMN,RBA,RAM;29,99
CMN,RAK,RAM;70,76
CMN,OZZ,RAM;33,19
CMN,TTU,RAM;16,29
CMN,TNG,RAM;59,53
CMN,DKR,RAM;16,03
CMN,NKC,RAM;12,66
CMN,NKC,MAI;75,69
CMN,CAI,RAM;61,37
CMN,CAI,MSR;79,71
CMN,BEN,AAW;23,27
CMN,BEN,LAA;54,31
CMN,TIP,AAW;86,99
CMN,TIP,RAM;41,72
CMN,TIP,LAA;78,43
CMN,BCN,RAM;9,12
CMN,BCN,IBE;11,4
CMN,BCN,FOS;18,76
CMN,MAD,RAM;82,28
CMN,MAD,IBE;84,94
CMN,AGP,RAM;8,91
CMN,AGP,IBE;94,3
CMN,VLC,RAM;95,23
CMN,VLC,IBE;27,82
CMN,BOD,RAM;66,37
CMN,TLS,AFR;83,68
CMN,TLS,RAM;37,94
CMN,LYS,RAM;91,31
CMN,LYS,EZY;22,76
CMN,MRS,RAM;32,43
CMN,NCE,RAM;26,66
CMN,CDG,AFR;32,41
CMN,CDG,DAL;13,49
CMN,CDG,KLM;93,45
CMN,CDG,MAI;79,79
CMN,CDG,AFL;79,4
CMN,CDG,EZY;40,78
CMN,ORY,RAM;42,46
CMN,NTE,RAM;22,35
CMN,SXB,RAM;53,59
CMN,MXP,RAM;84,27
CMN,MXP,EZY;18,69
CMN,TRN,RAM;80,77
CMN,BLQ,RAM;99,12
CMN,FCO,RAM;5,81
CMN,FCO,AZA;89,6
CMN,LIS,RAM;30,71
CMN,LIS,TAP;62,54
CMN,GVA,RAM;61,67
CMN,ZRH,RAM;6,93
CMN,IST,RAM;36,51
CMN,IST,THY;44,03
CMN,JED,RAM;41,57
CMN,JED,SVA;91,44
CMN,JED,KNE;41,04
CMN,RUH,SVA;89,64
CMN,BEY,RAM;7,8
CMN,AUH,RAM;35,97
CMN,AUH,ETD;9,64
CMN,AUH,TAP;36,5
CMN,DXB,UAE;83,75
CMN,DOH,QTR;50,39
CMN,GRU,RAM;78,15
CMN,SVO,RAM;70,97
CMN,SVO,AFL;59,84
CMN,JFK,RAM;77,99
CMN,NSI,RAM;45,62
CMN,CKY,RAM;82,47
CMN,OXB,RAM;51,22
CMN,VIL,RAM;80,05
CMN,EUN,RAM;42,28
CMN,NDR,RAM;20,83
CMN,RAI,RAM;78,64
RAK,BRU,RAM;75,75
RAK,BRU,DAT;11,76
RAK,CRL,RYR;84,13
RAK,SXF,EZY;75,81
RAK,CGN,GWI;39,39
RAK,MUC,RAM;45,91
RAK,HHN,RYR;49,71
RAK,BHX,TVF;52,06
RAK,MAN,TVF;33,02
RAK,MAN,TOM;69,87
RAK,MAN,EZY;94,58
RAK,BRS,EZY;12,15
RAK,LTN,RYR;97,54
RAK,LGW,RAM;46,06
RAK,LGW,BAW;83,73
RAK,LGW,TVF;30,26
RAK,LGW,TOM;55,43
RAK,LGW,EZY;21,92
RAK,STN,RYR;15,77
RAK,STN,EZY;35,09
RAK,AMS,TRA;15,89
RAK,EIN,RYR;58,13
RAK,RTM,TRA;73,5
RAK,DUB,RYR;42,4
RAK,CPH,NAX;14,65
RAK,LUX,LGL;73,39
RAK,OSL,NAX;13,93
RAK,LPA,IBB;2,5
RAK,AGA,TRA;62,82
RAK,CMN,RAM;31,65
RAK,BCN,IBE;51,25
RAK,BCN,FOS;21,46
RAK,GRO,RYR;46,28
RAK,MAD,RAM;23,01
RAK,MAD,RYR;46,39
RAK,MAD,IBE;63,07
RAK,SVQ,RYR;89,68
RAK,BOD,RAM;60,55
RAK,BOD,EZY;32,26
RAK,TLS,AFR;60,06
RAK,TLS,RAM;47,96
RAK,TLS,EZY;43,29
RAK,DLE,RYR;40,17
RAK,LYS,RAM;88,92
RAK,LYS,TVF;22,05
RAK,LYS,EZY;31,5
RAK,MRS,AFR;12,49
RAK,MRS,RAM;47,72
RAK,MRS,RYR;8,07
RAK,NCE,RAM;41,06
RAK,NCE,EZY;59,98
RAK,BVA,RYR;43,56
RAK,XCR,RYR;83,17
RAK,TUF,RYR;18,22
RAK,CDG,EZY;83,78
RAK,ORY,RAM;48,72
RAK,ORY,TVF;65,21
RAK,LIL,TVF;67,05
RAK,NTE,RAM;25,53
RAK,NTE,TVF;18,41
RAK,SXB,TVF;82,28
RAK,MXP,RAM;22,83
RAK,MXP,EZY;48,81
RAK,BGY,RYR;31,65
RAK,CIA,RYR;62,48
RAK,PSA,RYR;56,9
RAK,LIS,TAP;27,53
RAK,GVA,SWR;34,48
RAK,GVA,EZY;26,8
RAK,ZRH,SWR;83,41
RAK,BSL,EZY;46,64
RAK,NRN,RYR;38,26
OZZ,CMN,RAM;82,4
OZZ,ORY,RAM;25,7
AHU,CMN,RAM;66,53
TTU,AHU,RAM;13,76
TNG,BRU,RAM;12,77
TNG,CRL,RYR;86,64
TNG,LHR,RAM;68,12
TNG,AMS,RAM;58,67
TNG,CMN,RAM;74,12
TNG,BCN,RAM;72,11
TNG,BCN,IBE;20,2
TNG,BCN,FOS;60,49
TNG,MAD,RAM;35,62
TNG,MAD,RYR;31,97
TNG,MAD,IBE;32,63
TNG,MRS,RYR;21,96
TNG,BVA,RYR;84,66
TNG,ORY,RAM;56,88
TNG,LIS,TAP;52,9
ZIG,CSK,SGG;14,43
ZIG,DKR,SGG;68,06
CSK,DKR,SGG;66,53
DKR,ALG,DAH;25,03
DKR,COO,SGG;7,71
DKR,OUA,VBW;67,98
DKR,ACC,AYZ;4,43
DKR,ACC,KQA;86,79
DKR,ABJ,SGG;47,16
DKR,ABJ,HLF;93,08
DKR,ABJ,KQA;86,81
DKR,LOS,AYZ;53,59
DKR,TUN,TAR;21,53
DKR,BRU,ACA;99,1
DKR,BRU,SGG;33,3
DKR,BRU,DLH;25,1
DKR,BRU,DAT;3,91
DKR,BRU,UAL;86,6
DKR,JNB,SAA;38,37
DKR,JNB,UAL;1,31
DKR,JNB,USA;72,18
DKR,DLA,AYZ;49,6
DKR,BKO,VBW;10,47
DKR,BKO,SGG;37,02
DKR,BKO,ETH;48,84
DKR,BKO,KQA;87,96
DKR,BKO,SAA;98,41
DKR,BJL,AYZ;26,76
DKR,BJL,AAL;39,13
DKR,BJL,DAT;19,05
DKR,BJL,UAL;67,88
DKR,LPA,AAL;10,25
DKR,LPA,IBE;95,82
DKR,LPA,IBB;62,71
DKR,TFN,IBB;33,8
DKR,FNA,AYZ;20,68
DKR,CMN,RAM;61
DKR,ZIG,SGG;38,9
DKR,NKC,SGG;41,44
DKR,NKC,MAI;20,76
DKR,BCN,IBE;70,13
DKR,BCN,FOS;63,51
DKR,MAD,IBE;65,63
DKR,MAD,AEA;91,52
DKR,CDG,AFR;21,77
DKR,CDG,AZA;49,47
DKR,ORY,CRL;41,99
DKR,MXP,ISS;9,35
DKR,LIS,TAP;12,82
DKR,IST,THY;61,53
DKR,DXB,UAE;95,81
DKR,IAD,SAA;23,92
DKR,IAD,UAL;65,71
DKR,IAD,USA;95,41
DKR,JFK,DAL;22,57
DKR,CKY,ACA;48,83
DKR,CKY,DSY;28,24
DKR,CKY,SGG;17,76
DKR,CKY,ETH;72,1
DKR,CKY,MAI;42,1
DKR,CKY,DLH;62,07
DKR,CKY,DAT;96,97
DKR,CKY,UAL;96,64
DKR,OXB,AYZ;12,94
DKR,OXB,SGG;32,67
DKR,RAI,SGG;78,42
DKR,RAI,TCV;68,49
NKC,TUN,TAR;76,66
NKC,BKO,MAI;64,77
NKC,LPA,IBE;50,63
NKC,CMN,RAM;11,78
NKC,CMN,MAI;1,1
NKC,DKR,SGG;62,38
NKC,DKR,MAI;64,1
NKC,DKR,THY;84,97
NKC,NDB,MAI;68,01
NKC,CDG,AFR;36,69
NKC,CKY,AFR;90,18
NDB,LPA,MAI;34,41
NDB,LPA,TOS;85,71
NDB,NKC,MAI;12,57
SID,FRA,HLX;21,77
SID,CGN,HLX;87,34
SID,MUC,HLX;46,12
SID,STR,HLX;23,89
SID,HAJ,HLX;91,25
SID,MAN,TVF;81,88
SID,MAN,TOM;5,37
SID,LGW,TVF;44,3
SID,LGW,TOM;10,08
SID,AMS,TRA;40,19
SID,AMS,TCV;72,98
SID,LUX,LGL;6,84
SID,BVC,TCV;9,77
SID,SNE,TCV;8,87
SID,VXE,TCV;34,73
SID,CDG,SEU;13,17
SID,CDG,TCV;48,7
SID,LIS,TAP;74,81
SID,LIS,TCV;43,43
SID,RAI,TCV;8,58
BVC,BHX,TVF;5,51
BVC,BHX,TOM;33,55
BVC,MAN,TVF;64,15
BVC,MAN,TOM;54,12
BVC,LGW,TVF;44
BVC,SID,LGL;9,29
BVC,SID,SEU;7,07
BVC,SID,TCV;6,11
BVC,SID,HLX;22,12
BVC,LIS,TAP;91,71
BVC,LIS,TCV;57,64
BVC,RAI,TCV;25,92
MMO,RAI,TCV;82,55
SNE,SID,TCV;17,25
SNE,VXE,TCV;75,41
VXE,SID,TCV;60,86
VXE,SNE,TCV;78,23
VXE,LIS,TAP;48,48
VXE,LIS,TCV;67,04
VXE,RAI,TCV;25,13
ADD,COO,ETH;9,68
ADD,OUA,ETH;24,6
ADD,ACC,ETH;23,73
ADD,ABV,ETH;50,69
ADD,ENU,ETH;67,64
ADD,LOS,ETH;95,52
ADD,NIM,ETH;75,69
ADD,LFW,ETH;34,54
ADD,FRA,ETH;21,84
ADD,FRA,DLH;15,4
ADD,LHR,ETH;18,3
ADD,JNB,ETH;54,84
ADD,JNB,SAA;53,07
ADD,PNR,ETH;86,56
ADD,SSG,ETH;85,9
ADD,SSG,THY;90,68
ADD,DLA,ETH;30,52
ADD,DLA,THY;50,06
ADD,LUN,ETH;78,18
ADD,LAD,ETH;37,75
ADD,LAD,MSR;76,79
ADD,LBV,ETH;42,29
ADD,MPM,ETH;18,67
ADD,NDJ,ETH;71
ADD,HRE,ETH;15,46
ADD,HRE,DLH;33,55
ADD,HRE,SAS;39,3
ADD,HRE,THY;79,78
ADD,LLW,ETH;57,95
ADD,FIH,ETH;45,65
ADD,FBM,ETH;1,78
ADD,BKO,ETH;4,99
ADD,BKO,SAA;66,88
ADD,AMH,ETH;6,42
ADD,AXU,ETH;99,54
ADD,BJR,ETH;84,99
ADD,DIR,ETH;10,55
ADD,GMB,ETH;71,82
ADD,GDQ,ETH;45,85
ADD,JIM,ETH;84,02
ADD,MQX,ETH;25,89
ADD,ASO,ETH;43,9
ADD,HGA,ETH;10,21
ADD,CAI,ETH;71,44
ADD,CAI,MSR;21,82
ADD,MBA,ETH;58,69
ADD,MBA,DLH;42,42
ADD,KGL,ETH;17
ADD,KGL,MSR;64,35
ADD,JUB,ETH;50,95
ADD,JUB,THY;16,2
ADD,KRT,ETH;70,01
ADD,KRT,SUD;33,25
ADD,DAR,ETH;91,97
ADD,DAR,DLH;50,03
ADD,JRO,ETH;69,37
ADD,EBB,ETH;54,27
ADD,EBB,DLH;50,57
ADD,CDG,ETH;34,84
ADD,FCO,ETH;36,69
ADD,TLV,ETH;1,67
ADD,IST,THY;49,04
ADD,BAH,GBA;63,5
ADD,DMM,ETH;72,9
ADD,JED,ACA;92,8
ADD,JED,ETH;56,7
ADD,JED,DLH;39,65
ADD,JED,SAS;13,36
ADD,JED,SVA;51,38
ADD,JED,UAL;98,46
ADD,RUH,ETH;18,77
ADD,RUH,SVA;9,99
ADD,KWI,ETH;29,91
ADD,KWI,KAC;77,21
ADD,BEY,ETH;75,29
ADD,DXB,UAE;35,37
ADD,DXB,ETH;19,91
ADD,DXB,FDB;65,01
ADD,MCT,ETH;76,79
ADD,MCT,OMA;18,06
ADD,DOH,QTR;93,7
ADD,BOM,AIC;71,84
ADD,BOM,ETH;69,91
ADD,HKG,ETH;15,15
ADD,DEL,AIC;93,68
ADD,DEL,ETH;86,22
ADD,PEK,CCA;73,3
ADD,PEK,ETH;94,32
ADD,CAN,CCA;22,74
ADD,CAN,ETH;76,11
ADD,CAN,CSZ;78,13
ADD,PVG,ETH;57,62
ADD,BKK,ETH;53,16
ADD,BKK,SIA;50,03
ADD,SAH,IYE;34,31
ADD,NBO,ETH;8,85
ADD,NBO,KLM;61,39
ADD,NBO,KQA;60,47
ADD,NBO,AAR;19,77
ADD,JIB,ETH;59,43
ADD,JIB,KLM;9,33
ADD,JIB,KQA;26,4
ADD,JIB,MSR;12,1
ADD,JIJ,ETH;96,49
AMH,ADD,ETH;95,52
AXU,ADD,ETH;4,71
AXU,LLI,ETH;45,05
BJR,ADD,ETH;61,06
BJR,LLI,ETH;18,52
DIR,ADD,ETH;2,76
DIR,JIB,ETH;97,01
DIR,JIJ,ETH;42,32
GMB,ADD,ETH;55,93
GMB,ASO,ETH;46,68
GDQ,ADD,ETH;16,13
GDQ,LLI,ETH;79,35
JIM,ADD,ETH;11,91
JIM,AMH,ETH;91,64
LLI,ADD,ETH;60,67
LLI,AXU,ETH;96,4
LLI,GDQ,ETH;43,1
MQX,ADD,ETH;12,31
MQX,SHC,ETH;82,63
ASO,ADD,ETH;80,11
BJM,KGL,ETH;47,67
BJM,KGL,KLM;46,07
BJM,KGL,KQA;59,84
BJM,KGL,MSR;35,56
BJM,KGL,RWD;12,19
BJM,NBO,ACA;53,5
BJM,NBO,KLM;13,55
BJM,NBO,KQA;38,56
BJM,NBO,DLH;80,13
BJM,NBO,DAT;44,5
BJM,NBO,UAL;57,84
HGA,ADD,ETH;70,71
HGA,WJR,FLT;83,73
HGA,JIB,DAO;88,12
HGA,MGQ,DAO;2,2
ABS,ASW,MSR;73,31
CAI,YYZ,MSR;27,38
CAI,ALG,DAH;71,33
CAI,ALG,MSR;2,06
CAI,ACC,MSR;22,65
CAI,ABV,MSR;95,48
CAI,KAN,MSR;78,17
CAI,LOS,MSR;27,63
CAI,TUN,MSR;80,87
CAI,TUN,TAR;81,52
CAI,BRU,MSR;51,75
CAI,BRU,DAT;52,49
CAI,SXF,MSR;69,47
CAI,FRA,DLH;31,36
CAI,FRA,MSR;30,31
CAI,MUC,DLH;20,51
CAI,MUC,MSR;78,18
CAI,MAN,MSR;62,6
CAI,LHR,BAW;72,97
CAI,LHR,MSR;91,9
CAI,AMS,KLM;66,21
CAI,AMS,MSR;24,93
CAI,CPH,MSR;7,55
CAI,CPH,SAS;75,24
CAI,JNB,MSR;88,31
CAI,JNB,SAA;88,05
CAI,CMN,RAM;68,13
CAI,CMN,MSR;57,06
CAI,ADD,ETH;90,06
CAI,ADD,MSR;7,64
CAI,HRG,1QA;89,68
CAI,HRG,MSR;28,82
CAI,LXR,1QA;34,46
CAI,LXR,MSR;3,92
CAI,ASW,1QA;44,49
CAI,ASW,MSR;24,41
CAI,BEN,AAW;89,26
CAI,BEN,LAA;54,94
CAI,BEN,MSR;14,63
CAI,TIP,AAW;1,91
CAI,TIP,LAA;29,73
CAI,TIP,MSR;60,84
CAI,JUB,MSR;6,43
CAI,JUB,THY;68,01
CAI,KRT,MSR;69,21
CAI,KRT,SUD;30,05
CAI,DAR,MSR;83,13
CAI,EBB,MSR;51,26
CAI,LCA,ETH;64,61
CAI,LCA,MSR;73,05
CAI,BCN,MSR;65,27
CAI,MAD,MSR;11,27
CAI,CDG,AFR;61,75
CAI,CDG,IYE;46,6
CAI,CDG,MSR;77,78
CAI,BUD,MSR;9,75
CAI,MXP,AZA;95,01
CAI,MXP,MSR;90,66
CAI,FCO,AZA;95,72
CAI,FCO,MSR;25,32
CAI,TLV,ASD;31,67
CAI,VIE,MSR;61,63
CAI,VIE,AUA;99,39
CAI,GVA,SWR;80,86
CAI,GVA,MSR;57,27
CAI,ZRH,SWR;33,32
CAI,ZRH,MSR;36,84
CAI,IST,MSR;17,1
CAI,IST,THY;69,57
CAI,BAH,GBA;33,81
CAI,BAH,MSR;18,06
CAI,AHB,MSR;65,87
CAI,AHB,SVA;77,07
CAI,AHB,LMU;90,74
CAI,DMM,MSR;0,06
CAI,DMM,SVA;6,4
CAI,ELQ,LHN;6,15
CAI,ELQ,MSR;79,14
CAI,ELQ,NIA;60,06
CAI,ELQ,LMU;92,73
